"レイヤ名","事務所","告示年月日","告示番号","市町村名","現象","箇所名","箇所番号","経度","緯度","分類"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林5","Ⅱ-1421","140.188430139729","35.831824472839","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林6","Ⅱ-1422","140.188153082583","35.8302717494019","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林7","Ⅱ-1423","140.195457532283","35.8276044466491","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","和泉2","Ⅱ-1430","140.120809069096","35.8191230768303","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","和泉3","Ⅱ-1431","140.124506952853","35.8203885340744","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林8","Ⅱ-1434","140.188924632793","35.8240461737591","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林8","Ⅱ-1434","140.190343362591","35.8237218042105","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林9","Ⅱ-1435","140.196089487796","35.8228526363833","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林10","Ⅱ-1436","140.198045221342","35.824122227921","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","戸神2","Ⅱ-1438","140.119400225481","35.7859438206754","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","物木3","Ⅱ-1439","140.190172704392","35.819412810618","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","物木4","Ⅱ-1440","140.189065204773","35.8183477398914","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","笠神2","Ⅱ-1442","140.194664247946","35.8158628830021","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","笠神5","Ⅱ-1445","140.199798120421","35.8175778406247","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.186143960317","35.8249108109846","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.18693587587","35.8249644106383","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","戸神3","Ⅱ-060049","140.118330601922","35.7859879191505","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.18753360101","35.8251060056379","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","笠神3","Ⅱ-1443","140.198755468044","35.8172469794255","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","笠神3","Ⅱ-1443","140.199185784598","35.8179078319448","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","岩戸川岸","Ⅱ-6894","140.172403644633","35.7530436085173","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","師戸11","Ⅰ-1505","140.196489647603","35.7632513611089","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","平賀15","Ⅰ-1506","140.253755874335","35.756225121015","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","岩戸川岸","Ⅱ-6894","140.173808219428","35.7530584937946","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.099809506669","35.8244458708033","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.099175072962","35.8248554677036","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.098106948869","35.8252608173536","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.098172455552","35.8249493768838","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部4","Ⅱ-1425","140.099840917991","35.8256253694805","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部5","Ⅱ-1426","140.10511780753","35.8232715941876","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部6","Ⅱ-1427","140.106211028072","35.826496212507","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部6","Ⅱ-1427","140.105701520274","35.8267246822348","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部7","Ⅱ-1428","140.110796396814","35.8219460440906","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部8","Ⅱ-1429","140.11235060045","35.8216130872246","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","武西3","Ⅱ-1437","140.108329979221","35.7852870246619","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101670327385","35.8250340719267","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101985182676","35.8258664097781","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101528127293","35.8262100511307","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部10","Ⅱ-060044","140.102837309697","35.8247702531758","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部11","Ⅱ-060045","140.104249299744","35.826376614178","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部11","Ⅱ-060045","140.103470164378","35.8245873945206","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.108945725467","35.8203377153887","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.108772277976","35.8207050251406","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第438号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.109646715687","35.8209947384754","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","萩原6","Ⅰ-1498","140.207977258655","35.7982891252112","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","萩原6","Ⅰ-1498","140.208438532086","35.7984815193947","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","萩原10","Ⅰ-1499","140.210837510639","35.7990812276179","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","萩原10","Ⅰ-1499","140.21032731416","35.7985298965566","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","吉高18","Ⅰ-1500","140.237705513479","35.7911355286186","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","一本松","Ⅰ-0307","140.205593815791","35.7739579019852","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","西方","Ⅰ-0311","140.167270986694","35.7649481692558","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","仲村","Ⅰ-0312","140.236034063222","35.7885946884092","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","蕪和田","Ⅰ-0313","140.237475027025","35.7862539934675","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","蕪和田","Ⅰ-0313","140.238464088154","35.78699652475","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","辺田","Ⅰ-0315","140.253947494682","35.7535755912163","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","馬々台","Ⅰ-1287","140.15018975497","35.7654522308928","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","馬々台","Ⅰ-1287","140.151305962347","35.7643049075001","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","久保作","Ⅰ-1288","140.234191350753","35.7910563672599","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","浦部","Ⅰ-0328","140.103220099603","35.8236764907706","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","浦部1","Ⅰ-0329","140.10133204256","35.8234482482374","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","宮内","Ⅰ-0330","140.098349490817","35.8233031294046","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","宮内","Ⅰ-0330","140.098859026825","35.8232007054948","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","武西1","Ⅰ-0334","140.105008301792","35.781956136395","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","武西1","Ⅰ-0334","140.106786999161","35.7836273730448","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","武西2","Ⅰ-0335","140.106813633184","35.7844509679922","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","武西2","Ⅰ-0335","140.106955553537","35.7854018500399","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","和泉1","Ⅰ-0336","140.121701593912","35.8222490948205","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","戸崎","Ⅰ-0337","140.19986260239","35.8086524997181","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.199707637517","35.8166962837698","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","物木1","Ⅰ-0339","140.191305541555","35.8204013296658","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","物木2","Ⅰ-0340","140.19054976859","35.818627761566","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","戸神1","Ⅰ-1291","140.115230998076","35.7857396823351","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","戸神1","Ⅰ-1291","140.114916202245","35.7863803980768","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第137号","印西市","急傾斜地の崩壊","松崎3","Ⅰ-1292","140.139935224173","35.7699731028761","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫","Ⅰ-0310","140.220150795426","35.7925084556579","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀22","Ⅰ-060007","140.252162065998","35.7504287485775","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原1","Ⅱ-1251","140.211254720476","35.7998788263198","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原3","Ⅱ-1254","140.20543411005","35.7988825194234","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原3","Ⅱ-1254","140.206196219421","35.799378777289","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原4","Ⅱ-1255","140.206499241346","35.7988502305432","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原8","Ⅱ-1259","140.208678296197","35.7987218746928","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原8","Ⅱ-1259","140.209084105327","35.7992019699463","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原11","Ⅱ-1262","140.213427874834","35.7993353204282","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫3","Ⅱ-1263","140.213928352428","35.7881840552877","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫4","Ⅱ-1264","140.214601743496","35.7921789287443","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫6","Ⅱ-1266","140.214957253393","35.7882013269357","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原13","Ⅱ-1267","140.21604981975","35.7987084257641","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫7","Ⅱ-1268","140.216674965694","35.789308100084","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫8","Ⅱ-1269","140.216474138477","35.7901928660004","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫8","Ⅱ-1269","140.217659476209","35.7906142452249","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫9","Ⅱ-1270","140.216991388935","35.7945582262231","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高11","Ⅱ-1283","140.233331324527","35.7882554044192","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高11","Ⅱ-1283","140.233704284482","35.78819476224","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高12","Ⅱ-1284","140.233798418795","35.7869120992468","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高13","Ⅱ-1285","140.235173594143","35.7886031035885","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高13","Ⅱ-1285","140.235435964557","35.7889111470663","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高13","Ⅱ-1285","140.235669483374","35.7887895685047","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高15","Ⅱ-1287","140.23519609071","35.7915486152806","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高15","Ⅱ-1287","140.235062623665","35.791190367075","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高16","Ⅱ-1288","140.235856162831","35.7873936565257","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高19","Ⅱ-1291","140.238032352722","35.787844195795","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高21","Ⅱ-1293","140.239551718728","35.7931705456686","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高22","Ⅱ-1294","140.240010447263","35.789581223501","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高23","Ⅱ-1295","140.240493345087","35.7910054578567","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","瀬戸1","Ⅱ-1298","140.203988255726","35.7741107292712","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.236153533609","35.7846811123431","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.235801525995","35.7849612420731","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.236425805437","35.7855594671442","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉田1","Ⅱ-1322","140.145030009608","35.7720346486679","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉田3","Ⅱ-1324","140.146995761625","35.7694846491972","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","岩戸7","Ⅱ-1331","140.173900006903","35.7644722127825","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸8","Ⅱ-1340","140.189231680347","35.7612723117062","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸9","Ⅱ-1341","140.189552419163","35.7608293989311","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸9","Ⅱ-1341","140.190089543744","35.7614032426689","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸10","Ⅱ-1342","140.19393520591","35.7609867848347","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸12","Ⅱ-1344","140.197585405701","35.7653365906791","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","鎌苅1","Ⅱ-1345","140.199331491091","35.7681274192568","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀5","Ⅱ-1369","140.249580826565","35.7605185224499","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀7","Ⅱ-1371","140.251507824168","35.7604625309194","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","岩戸12","Ⅱ-1375","140.170702234975","35.7537442941951","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸16","Ⅱ-1378","140.181567921192","35.7548106283533","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸18","Ⅱ-1380","140.183669572398","35.7515372265985","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀10","Ⅱ-1382","140.248425255376","35.7588732238825","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀16","Ⅱ-1387","140.253346885634","35.750622306005","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀17","Ⅱ-1388","140.253595786632","35.7498318684875","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀19","Ⅱ-1390","140.256169031822","35.749593881352","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀19","Ⅱ-1390","140.254514636974","35.7490918229361","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原2","Ⅱ-7039","140.212290849877","35.7999492610209","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","松虫2","Ⅱ-7041","140.21146718773","35.786827386477","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原12","Ⅱ-7042","140.214559034921","35.797966450675","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原12","Ⅱ-7042","140.21488568149","35.7988075041725","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","吉田4","Ⅱ-7052","140.148705599775","35.7668808203985","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸13","Ⅱ-7054","140.198552290312","35.7669800420149","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","師戸13","Ⅱ-7054","140.199055074841","35.7675857898872","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀12","Ⅱ-7057","140.251136066614","35.7523729566102","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","平賀14","Ⅱ-7058","140.252891118994","35.7519659542157","土砂災害警戒区域"
"指定済警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第384号","印西市","急傾斜地の崩壊","萩原14","Ⅱ-060001","140.206546795857","35.7999764307113","土砂災害警戒区域"
