"レイヤ名","事務所","告示年月日","告示番号","市町村名","現象","箇所名","箇所番号","経度","緯度","分類"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","吉田2","Ⅰ-1504","140.14512148215","35.7707823202869","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","松虫13","Ⅰ-2074","140.209680329323","35.7843222385344","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林5","Ⅱ-1421","140.188983658028","35.8318242323123","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林5","Ⅱ-1421","140.18842706857","35.831825350318","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林6","Ⅱ-1422","140.188208467922","35.8303660221529","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林7","Ⅱ-1423","140.195505098627","35.8275718825954","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","和泉2","Ⅱ-1430","140.120791072128","35.8191082274876","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","和泉3","Ⅱ-1431","140.124423090722","35.8203642567932","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林8","Ⅱ-1434","140.188918666374","35.8240544764539","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林9","Ⅱ-1435","140.196086346377","35.822891220932","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林10","Ⅱ-1436","140.197995701317","35.8241167347834","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","戸神2","Ⅱ-1438","140.119400058613","35.7859257747005","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","物木3","Ⅱ-1439","140.190176365068","35.8194340204203","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","物木4","Ⅱ-1440","140.189078558151","35.8182967385912","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","笠神2","Ⅱ-1442","140.194613766177","35.8158931713015","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","笠神4","Ⅱ-1444","140.199832996085","35.8183444511941","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","笠神5","Ⅱ-1445","140.199763537164","35.8176066729748","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.186114738618","35.8248586253639","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.186983991977","35.8248929605232","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","小林12","Ⅱ-060048","140.187529420411","35.8250682752299","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","戸神3","Ⅱ-060049","140.118078920403","35.7858710855746","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","笠神3","Ⅱ-1443","140.199160716918","35.8179327933851","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","笠神3","Ⅱ-1443","140.198728792267","35.817238652753","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","師戸11","Ⅰ-1505","140.196485360269","35.7633136048292","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","平賀15","Ⅰ-1506","140.253755337213","35.7562165633577","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","岩戸川岸","Ⅱ-6894","140.172409573681","35.753106427451","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","岩戸川岸","Ⅱ-6894","140.173822707698","35.7530525692853","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部7","Ⅱ-1428","140.110814198267","35.8219419599687","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.109612947094","35.8210204293734","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.108805497445","35.8206842738727","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部12","Ⅱ-060046","140.108946136308","35.8203458823935","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部11","Ⅱ-060045","140.103382777182","35.8246305653139","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部11","Ⅱ-060045","140.104246734352","35.8263529002168","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部10","Ⅱ-060044","140.102781562979","35.8247547277846","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101489411348","35.8262522025509","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101969454737","35.8258656304678","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部9","Ⅱ-060043","140.101717220927","35.8250055080591","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","武西3","Ⅱ-1437","140.108284897983","35.7852932758074","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部8","Ⅱ-1429","140.112361781187","35.8216137079647","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部6","Ⅱ-1427","140.105697698954","35.8267120773874","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部6","Ⅱ-1427","140.106223933695","35.8265209920272","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部5","Ⅱ-1426","140.105118846934","35.8231944171128","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部4","Ⅱ-1425","140.099818992905","35.8256120809951","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.098164756358","35.8249778564202","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.098090756686","35.8252946752519","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.099199949483","35.8248842497268","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H27.6.5","千第442号","印西市","急傾斜地の崩壊","浦部3","Ⅱ-1424","140.099841230547","35.8245002729495","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","吉高18","Ⅰ-1500","140.237753178695","35.7911102657998","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","一本松","Ⅰ-0307","140.204736217876","35.7739735534207","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","一本松","Ⅰ-0307","140.206064340637","35.77408070243","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","西方","Ⅰ-0311","140.166990475775","35.7649715498035","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","西方","Ⅰ-0311","140.168340076643","35.7649792521509","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","仲村","Ⅰ-0312","140.236000534365","35.7885522131088","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","蕪和田","Ⅰ-0313","140.23749219495","35.7862692690624","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","蕪和田","Ⅰ-0313","140.238457536243","35.7869894463115","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","辺田","Ⅰ-0315","140.25389218741","35.7536044448143","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","馬々台","Ⅰ-1287","140.150235997027","35.7655084671887","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","馬々台","Ⅰ-1287","140.151429952142","35.7644026964234","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","久保作","Ⅰ-1288","140.234205709471","35.7910400055194","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","萩原6","Ⅰ-1498","140.20804252525","35.79827238628","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","萩原6","Ⅰ-1498","140.208473524674","35.7984283527952","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","萩原10","Ⅰ-1499","140.210806459094","35.7990681680398","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","萩原10","Ⅰ-1499","140.210325415672","35.7985877345201","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","浦部","Ⅰ-0328","140.103516268798","35.8237389027566","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","浦部1","Ⅰ-0329","140.101357852509","35.8234545684636","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","宮内","Ⅰ-0330","140.098357579416","35.8232916966298","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","宮内","Ⅰ-0330","140.098852591854","35.8231914246249","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","武西1","Ⅰ-0334","140.104977470008","35.7820119370406","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","武西1","Ⅰ-0334","140.1067832611","35.7836877139559","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","武西2","Ⅰ-0335","140.10680837321","35.7844087477259","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","武西2","Ⅰ-0335","140.106940339679","35.78540298055","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","和泉1","Ⅰ-0336","140.12175253775","35.8222564456266","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸崎","Ⅰ-0337","140.197478660999","35.8076057150791","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸崎","Ⅰ-0337","140.197857476506","35.8078920509822","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸崎","Ⅰ-0337","140.198837108214","35.8085233416371","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸崎","Ⅰ-0337","140.201038527053","35.8092794997972","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.198845776108","35.8160961813637","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.199533723366","35.8162501638271","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.200139996396","35.8165611575004","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.200656503346","35.8169448094652","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","笠神","Ⅰ-0338","140.200610476115","35.8173600059009","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","物木1","Ⅰ-0339","140.191280206705","35.8204042642699","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","物木2","Ⅰ-0340","140.190382752469","35.8186488823073","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸神1","Ⅰ-1291","140.115275733068","35.7857592076516","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","戸神1","Ⅰ-1291","140.114960444997","35.7864033792387","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H24.3.2","千第144号","印西市","急傾斜地の崩壊","松崎3","Ⅰ-1292","140.140009033095","35.7700042310773","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫","Ⅰ-0310","140.220213284039","35.7925244358893","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","岩戸13","Ⅱ-060002","140.175335131142","35.7535404102646","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高1","Ⅲ-1091","140.238808313067","35.793157773617","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","平賀22","Ⅰ-060007","140.252577534695","35.750300992351","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","平賀22","Ⅰ-060007","140.252156461887","35.7503823192088","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原1","Ⅱ-1251","140.211239281534","35.7998785453653","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原3","Ⅱ-1254","140.205507612587","35.7988455001127","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原3","Ⅱ-1254","140.206192457381","35.7993501747347","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原4","Ⅱ-1255","140.206521203787","35.798862626391","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原8","Ⅱ-1259","140.208721984978","35.798737085834","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原8","Ⅱ-1259","140.20907160315","35.799226040563","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原11","Ⅱ-1262","140.213380729188","35.7993006801956","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫3","Ⅱ-1263","140.213984403804","35.7882009141644","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫4","Ⅱ-1264","140.214573691967","35.7921798705925","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫6","Ⅱ-1266","140.214965126143","35.7881869252032","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","萩原13","Ⅱ-1267","140.215987360834","35.7986999320585","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫7","Ⅱ-1268","140.216689611636","35.7892890350028","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫8","Ⅱ-1269","140.216444482546","35.7901981614459","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫8","Ⅱ-1269","140.21766122199","35.7905893453808","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","松虫9","Ⅱ-1270","140.217004436361","35.7945636219128","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高11","Ⅱ-1283","140.233381274539","35.788225152727","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高11","Ⅱ-1283","140.233753058468","35.7882803784164","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高12","Ⅱ-1284","140.233850245633","35.7869221119291","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高13","Ⅱ-1285","140.234959396461","35.7885222393859","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高13","Ⅱ-1285","140.235425056759","35.7888893585446","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高15","Ⅱ-1287","140.235197751048","35.7915460904358","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高15","Ⅱ-1287","140.235032187877","35.7912015985519","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高16","Ⅱ-1288","140.235859546494","35.7873723321383","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高19","Ⅱ-1291","140.238102407545","35.7879153453864","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高21","Ⅱ-1293","140.239524055887","35.7931409523908","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高22","Ⅱ-1294","140.239989154619","35.7896051056756","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高23","Ⅱ-1295","140.240501411069","35.7909876435265","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","瀬戸1","Ⅱ-1298","140.204119430985","35.7742099343411","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.236143884538","35.7847157173183","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.235851534171","35.784953874429","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉高26","Ⅱ-1313","140.236488996719","35.7855164809942","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉田1","Ⅱ-1322","140.145025668462","35.7720270480205","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","吉田3","Ⅱ-1324","140.147040899354","35.7694992393395","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","岩戸7","Ⅱ-1331","140.173895877468","35.7644454207809","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","師戸8","Ⅱ-1340","140.189192914712","35.7612997531234","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","師戸9","Ⅱ-1341","140.189521043694","35.7608300484601","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","師戸9","Ⅱ-1341","140.190082033475","35.7614096627827","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","師戸10","Ⅱ-1342","140.193910224607","35.7610342801491","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","師戸12","Ⅱ-1344","140.197579176315","35.7653306884395","土砂災害特別警戒区域"
"指定済特別警戒区域（急傾斜地の崩壊）","印旛土木事務所","H25.6.4","千第386号","印西市","急傾斜地の崩壊","鎌苅1","Ⅱ-1345","140.199367150423","35.7681592696047","土砂災害特別警戒区域"
